id,label,text
451388,1.5223019227744163,"Thanks for clean-up of the secret talkpage colourer-inner. Aren't people odd?"
265281,-0.8501148818547715,"I'd like to ask why you're so insistent on creating a page called <url>, which means the same thing as <url>.  Are you disagreeing that they mean the same thing, do you feel that the <url> article is bad, or do you feel that <url> is a better name for the article?"
286300,-0.5980509913124431,"How come you removed Dobby as an omitted character? Where does he appear?"
287370,0.20186153132074655,"The film noir edits are continuing. Given the sockpuppetry, is WP:AIV appropriate without further warnings?"
625567,0.7323415566350518,"It already look great. BTW, what are your thoughts about the previous post on the names of the other post office and rates lists?"
476437,-0.6424478752563609,"(S)he seems to have violated the spirit of 3RR <url>. How do we deal with this guy?"
630137,0.4307352171499673,"This photo is part of a series of shots of my boat taken on my camera, for me, by someone (I didn't know who pressed the button) on the chase boat. Suggestions?"
420910,-1.0558269524963688,"Hello - some of your writing is a bit hard to understand. Is English your first language, out of curiousity?"
66549,-0.6435865436132062,"re: <url> edit. Then let me ask you, what exactly was offensive about them?"
612483,-0.3660829844091069,"I still prefer Huxley's version, as I don't think that version makes the dying off clear, and ignores the r-type organism analogue. Is there any way to work more emphasis into the dying off part in, as it's absolutely crucial to the removal of unfit forms?"
228258,-1.0119483404004694,"I'm not sure how I feel about you adding coordinates to locations all over the place, but rather than get into that, let's start with something easy: ""<url>"" does not equal ""<url>"". Do you need me to explain why, or was that just a typo?"
389209,-0.3407845296296563,"I thought I had explained it pretty clearly.  What part did you disagree with?"
626487,-0.996719375688882,"What do you mean ""personal attack""? Why don't site what my ""personal attack"" is?"
404271,-0.10567704310059196,"I've wikified this and added some categories. Any idea of his dates, and is he still alive?"
134179,-0.17919419466510567,"The founding date for <url> doesn't make sense. Which one should we use?"
158737,1.5141993510357603,"Thanks for <url>. Do you think you could do the same for <url> and <url>?"
216221,0.5810688627868407,"Please discuss general principles on <url>.  Do you think there should be a controversies page, or do you think the controversies should be integrated into the mainline texts of the various Giuliani articles?"
526877,0.2860101066744984,"Later the same can be done for the other sports. What do you say?"
619505,-1.0302952815933992,"ChrisO, am I being paranoiac or are you undertaking some kind of campaign against me? What exactly are you referring to this time?"
215346,0.27782494292826043,"I was reading the article reverse overshot wheel, but I can't find anything about the ""reverse"" part. Can you expand this?"
627012,0.253485060916346,"Very well.  What is your figure for annual worldwide hysterectomies?"
627881,0.8199127365848355,"I have never seen anything which says that warning levels should begin anew each day. <url> says that warning templates ""are listed at right in order of severity, but need not be used in succession."" If there is another policy somewhere, could you show it to me?"
