id,label,text
3155,-0.21897354927359264,"Can you confirm that your event is firing on each window resize and not just when the window loads? Can we see you code somewhere?"
6210,-0.4535006484853651,"Couldn't this have been appended to that discussion? Or googled?"
3446,-0.34580008485507896,"How can an Action take a fixed amount of time (Action.time)?  Shouldn't an Action's time be dependent upon the time it takes to accomplish each of its Tasks in Action.dependencies?"
331,0.023877591351059862,"I have modified my job, so it doesn't use such a large heap, but also at this time I have changed `HADOOP_HEAPSIZE`. And I don't see real outcome of this chagne, I mean: Why set heap smaller than: amount_of_my_RAM / number_of_mappers_or_reducers?"
2122,-0.01914570267664888,"I don't understand.  If you choose S' = {r} where r is the root, then \sigma(r) = V.  Do you mean sigma(s) to be all the elements less than or equal to r and greater than or equal to s (where less and greater are the lattice partial order)?"
4192,-1.0293008604827345,"thanx 4 answering my question....                                i already tried ice, but after 9 degree C, LCD went off.so i didn't go 4 boil water but used soldering iron 2 show dat ckt is working. can u please tell me hw can i check temp of liquids like water with this ic?"
3984,0.3635571214799865,"Are the edges are equally weighted? If not, how should differing weights be handled?"
3320,-0.2266471316760163,"A few questions:
Do you know the number of elements in the sll?"
6428,-0.923172541651486,"You can narrow this down a bit; are you on a mountain bike? A road bike? A 16"" folding bike?"
2486,-0.17447203371102427,"finding GCD recursively is the fastest known method. Do you want some kind of special optimization?"
3910,0.6947044037628755,"You may break up to three sets trying to form a street (or the other way around). Is that ok?"
2936,0.15702581919925512,"Is the BST balanced? Are we allowed to make changes to the tree and revert back?"
4789,0.8165730815491935,"@AviD: Cool, thanks! The original question asker gets to decide who answers the question, though, and can then just select his or her own answer, right?"
1790,-0.3963197766386256,"what is the goal here?  echo (no concern for storing in php var) some fields from the X most recent rows meeting the max conditions from any of tables that begin with 'whatever'?"
4144,-1.0255005306701466,"Under ""normal"" circumstances, that space shouldn't be there, unless explicitly added. Can you please add to your question a [minimal working example](http://www.minimalbeispiel.de/mini-en.html) illustrating how your footnotes generate the extra spacing?"
1141,-0.09769369015875863,"Can quotes be escaped? If so, how?"
2312,-0.18678911838398424,"What I find confusing is the connection between the title of your question and the actual question. Can you explain?"
1146,-0.5554670941326186,"Golf? Obfuscation?"
6207,0.38040210154833937,"Too general? Perhaps this should relate to a specific problem: ""How are monte carlo simulations used to model _x_ in physics?"""
777,-0.5449096031994565,"you mean as if you'd print screen it ? or what?"
5082,0.1385839302195448,"Your symlink might have been removed by `ldconfig`. Your description is confusing, could you edit it with the exact file names involved at each step?"
6569,1.0476904856081943,"Thanks for the update - where did you find out that the construction has changed?"
2057,1.1322992799800635,"Depending on the CUDA version you are using, device emulation may not be available, as it has been deprecated and possibly removed.  Is it feasible to get another GPU (a cheap one for display maybe)?"
4379,-0.275292463913794,"@Lorenzo - I think I've heard something along the same lines in the 80s, for Fortran, COBOL, some other less known languages as well. Sorry, all still here :-) On what basis do you make these conclusions?"
5796,0.02071118767727837,"Automating in what way? What information do you want to extract?"
4949,-0.03249245776692322,"As @Willie Wong says, marginpars are already floats and should not end up overlapping (although they may not end up where you want them to and long ones may overflow the bottom of the page, for which problem there is the marginfix package). Are you using some unusual class or package that redefines `\marginpar`?"
1207,0.09746024955326944,"Could you please show your setup.py file? Also why is your setup.py in C:\Python27?"
2550,0.14663539777528065,"@peterjwest if that is a room and you use rectangles for collision detection you'll get a lot of false positives. Or am I missing something?"
811,0.43473626535972587,"I am running Windows 7. What built-in tools should I look for?"
6003,-1.021718332147125,"What did you end up choosing? I'm looking at using custom layers or plug-in data source are there any more issues other than the ones you and Kirk mentioned?"
605,0.21523404169095145,"[`class` is reserved as a future keyword by the ECMAScript specification](https://developer.mozilla.org/en/JavaScript/Reference/Reserved_Words). Also, what if the element has more than 1 class?"
5628,-0.7352606158677859,"@shodanex: The issue is likely to be specific to your particular hardware (or virtual machine), so you should describe it. Also, does the clock still drift if you turn “synchronize with internet” off?"
2717,-0.7072918525796632,"Why is your `i` loop going from `j:6`, rather than `1:6`?  Have you noticed that `sum` is being recalculated on every iteration (overwriting the value from the previous iteration)?"
3885,0.014602108845822706,"what exactly you mean by parsing? the conversion from your NSString number to unsigned long long?"
4609,0.3323022356765943,"Sorry for the TLDR syndrome. Can you make a `dpm($variables);`  (using [devel](http://drupal.org/project/devel)) just after line 229 to inspect the content of $variables ?"
828,0.8215409756538626,"first thank you all for your answers second i cant understend jim why you think i try to make fun of you? and last how i mark that the problem solved?"
2913,-0.3342359248397219,"While I answered your question to the best of my ability, I fear that you are going down the wrong path. Are you explicitly closing your SqlConnections in the same function that opens them?"
3576,0.2428899824177849,"@honeybadger, How big are the integers? Easily Factorerd?"
2604,0.02259551367481639,"What exactly does connected mean?  If two dots are both on and are adjacent is that one connection?"
5035,0.07899664322616314,"It was a joke. I mean, surely, a carbon frame has a major carbon price tag?"
5279,-0.04461818514800472,"@Itai, your dislike of vignetting is hardly a reason to judge something as too subjective and therefore to close it. Is this site for technicians or photographers?"
1683,0.308495507435106,"Well if that is.. I don't think the DI Extension is being loaded. How can I check this ?"
4555,-0.5446250797721379,"You may be experiencing [bug #732677](https://bugs.launchpad.net/ubuntu/+source/bcmwl/+bug/732677). Can you please edit your question to include the output of `sudo lshw -class network` and `lsmod | grep -E 'b43|ssb|wl'`?"
3932,-0.3741889155026358,"If it is always complete using numbers from 1..N you could just write the values 1..N to the input array.  So I'm guessing thats not going to cut it?"
3649,-0.2274603995887377,"google? wikipedia?"
4300,-2.487294942969407,"This is a pretty broad question. Can you be more specific, please?"
2145,-0.16553653440744376,"Job interview? Or homework?"
511,0.2762403209840307,"Can you create a short but complete program which demonstrates the problem? Are you sure you've got the right using directive *in the file which contains that line*?"
4528,0.21694801903571656,"Please mention the version of ubuntu you are using, as well the catalyst ( fglrx) driver version. Do you experience tearing or any other distortion?"
115,-0.766747117083604,"@Jeff OK, OK. This is how wiki works though huh?"
768,-0.870200304817527,"@felix, why? isn't he just creating an new object?"
5941,-0.2576848783145965,"AC or DC power supply? What is the power supply voltage?"
3291,0.20838937062168664,"I see unbalanced brackets. Is line 21 in C:?"
5865,-1.3895286298490066,"For what purpose? To make the game or to pitch it to an investor?"
6484,0.15641025278919188,"one other question. Would I still need to install mercurial on the remote server over SSH?"
5518,1.3244549545763915,"Sure, no problem. Jesteś z Warszawy?"
5166,-0.06940385121765096,"@Macha I also upgraded to Ubuntu 10, and it still works for me.  What terminal?"
9,0.5193977291601419,"Does your project involve some graphical user interface? What do you want to code?"
5056,0.22218585117310435,"dirs -l -p gives me `/home/phunehehe`, and running L=\`dirs -l -p\`; echo $L always gives me `/home/phunehehe`. Why are you using it to test ""multiline output""?"
4077,-1.1996660263660073,"sorry nothing related to the original question, but do you know anything about the australian electricity market? Seams quite stable, especially with all their coal easily available?"
2751,-0.4131285588471112,"and what if you make other browsers default i.e. in the asp.net process then ?"
2012,0.8304383669836882,"Do you always start from 0,0 (or the bottom-left-most point)?  Or can you start from any point?"
6039,-0.8714967085680445,"Nvidia dedicated graphics chip? Could you be more specific?"
2686,-1.2847860812711729,"There is still ambiguity - `1 3 5 4 2` is zig zag according to YOUR description of the problem, but NOT according to the topcoder description. Do you see why?"
5819,-1.6902479529239025,"Does anyone know how to estimate a difference in difference regression in gretl? Do I have to work with OLS or panel data?"
519,0.4741002411118458,"The resulting table shouldn't have that primary key. What provider are you using?"
1578,0.15770793792696913,"You could always configure the formatter manually, to precisely your requirements. Do you always want values to be displayed in cents?"
4696,-0.04648018637340422,"Do you want real data, or just test data (i.e. fictional)?"
1832,0.5458969588267704,"Is it possible that it could be a passenger issue? Does devise/warden cache the current_user variable?"
1971,0.02118656822946098,"Server code is only obfuscating the real code : your HTML + CSS code. Could you please provide an URL or the HTML + CSS of the containing block?"
1179,-0.21314560289057066,"At the very end of your test string, ATT and AAAA are back-to-back separate matches. What then?"
4495,-2.3163618529367045,"""non-default screen resolutions when using virtual display over screen sharing"" — a statement, not a question. Please: do you *prefer*, or wish to *avoid* the non-default resolutions?"
3707,-0.5346255696537398,"Sounds like 'can anyone show me how to iterate over array and execute function on each element'. What's the problem with iterating it step by step, just as you described?"
